Date, ISIN, Scrip Name, NSE Symbol, MWPL, NSE Open Interest
11-JAN-2017,INE093A01033,HEXAWARE TECHNOLOGIES LTD,HEXAWARE,17192082,7116000
11-JAN-2017,INE886H01027,TV18 BROADCAST LIMITED,TV18BRDCST,135768011,97886000
11-JAN-2017,INE686F01025,UNITED BREWERIES LTD,UBL,13816721,1111600
11-JAN-2017,INE376G01013,BIOCON LIMITED.,BIOCON,15004812,4495200
11-JAN-2017,INE257A01026,BHEL,BHEL,180829600,46155000
11-JAN-2017,INE274J01014,OIL INDIA LTD,OIL,38903089,2363000
11-JAN-2017,INE238A01034,AXIS BANK LIMITED,AXISBANK,319829359,40940400
11-JAN-2017,INE154A01025,ITC LTD,ITC,2416891119,50637600
11-JAN-2017,INE205A01025,VEDANTA LIMITED,VEDL,220189602,65170000
11-JAN-2017,INE175A01038,JAIN IRRIGATION SYSTEMS,JISLJALEQS,63633950,50787000
11-JAN-2017,INE237A01028,KOTAK MAHINDRA BANK LTD,KOTAKBANK,243819129,11825600
11-JAN-2017,INE917I01010,BAJAJ AUTO LIMITED,BAJAJ-AUTO,29338218,1653000
11-JAN-2017,INE001A01036,HDFC LTD,HDFC,316796738,13566500
11-JAN-2017,INE599M01018,JUSTDIAL LTD.,JUSTDIAL,9292375,7635600
11-JAN-2017,INE202B01012,DEWAN HOUSING FIN CORP LT,DHFL,37995668,21075000
11-JAN-2017,INE885A01032,AMARA RAJA BATTERIES LTD.,AMARAJABAT,16377009,721800
11-JAN-2017,INE383A01012,THE INDIA CEMENTS LIMITED,INDIACEM,43350664,34198500
11-JAN-2017,INE079A01024,AMBUJA CEMENTS LTD,AMBUJACEM,151241250,15440000
11-JAN-2017,INE134E01011,POWER FIN CORP LTD.,PFC,170046535,24510000
11-JAN-2017,INE141A01014,ORIENTAL BANK OF COMMERCE,ORIENTBANK,24507940,19116000
11-JAN-2017,INE203G01019,INDRAPRASTHA GAS LTD,IGL,15400016,2872100
11-JAN-2017,INE465A01025,BHARAT FORGE LTD,BHARATFORG,24793439,5799600
11-JAN-2017,INE434A01013,ANDHRA BANK,ANDHRABANK,47000000,25670000
11-JAN-2017,INE683A01023,THE SOUTH INDIAN BANK LTD,SOUTHBANK,270123332,63180000
11-JAN-2017,INE423A01024,ADANI ENTERPRISES LIMITED,ADANIENT,54990504,21848000
11-JAN-2017,INE233A01035,GODREJ INDUSTRIES LTD,GODREJIND,16960663,1473000
11-JAN-2017,INE031B01049,AJANTA PHARMA LIMITED,AJANTPHARM,4614298,389200
11-JAN-2017,INE089A01023,DR. REDDY'S LABORATORIES,DRREDDY,24300551,1844200
11-JAN-2017,INE019A01038,JSW STEEL LIMITED,JSWSTEEL,280560720,63414000
11-JAN-2017,INE028A01039,BANK OF BARODA,BANKBARODA,187843804,46592000
11-JAN-2017,INE455I01029,KAVERI SEED CO. LTD.,KSCL,5870469,3073500
11-JAN-2017,INE397D01024,BHARTI AIRTEL LIMITED,BHARTIARTL,262450638,32381600
11-JAN-2017,INE802G01018,JET AIRWAYS (INDIA) LTD.,JETAIRWAYS,11132543,7497000
11-JAN-2017,INE062A01020,STATE BANK OF INDIA,SBIN,591901406,120414000
11-JAN-2017,INE092T01019,IDFC BANK LIMITED,IDFCBANK,319674051,60320000
11-JAN-2017,INE476A01014,CANARA BANK,CANBK,36600000,24195000
11-JAN-2017,INE029A01011,BHARAT PETROLEUM CORP  LT,BPCL,130353651,17242800
11-JAN-2017,INE155A01022,TATA MOTORS LIMITED,TATAMOTORS,386909887,33231000
11-JAN-2017,INE069I01010,INDIABULLS REAL EST. LTD,IBREALEST,53091511,51470000
11-JAN-2017,INE761H01022,PAGE INDUSTRIES LTD,PAGEIND,1137517,37900
11-JAN-2017,INE585B01010,MARUTI SUZUKI INDIA LTD.,MARUTI,26458324,4038150
11-JAN-2017,INE481G01011,ULTRATECH CEMENT LIMITED,ULTRACEMCO,20713731,2676400
11-JAN-2017,INE226A01021,VOLTAS LTD,VOLTAS,46126252,6416000
11-JAN-2017,INE347G01014,PETRONET LNG LIMITED,PETRONET,75000008,6546000
11-JAN-2017,INE059A01026,CIPLA LTD,CIPLA,98512283,6673000
11-JAN-2017,INE670A01012,TATA ELXSI LIMITED,TATAELXSI,3448117,1404000
11-JAN-2017,INE498L01015,L&T FINANCE HOLDINGS LTD,L&TFH,110515050,32355000
11-JAN-2017,INE111A01017,CONTAINER CORP OF IND LTD,CONCOR,16848081,1107000
11-JAN-2017,INE785M01013,PC JEWELLER LTD,PCJEWELLER,9218537,1501500
11-JAN-2017,INE939A01011,STRIDES SHASUN LIMITED,STAR,12307958,1913500
11-JAN-2017,INE848E01016,NHPC LTD,NHPC,562417343,50490000
11-JAN-2017,INE176B01034,HAVELLS INDIA LIMITED,HAVELLS,47907601,5812000
11-JAN-2017,INE018I01017,MINDTREE LIMITED,MINDTREE,28953099,2860800
11-JAN-2017,INE774D01024,M&M FIN. SERVICES LTD,M&MFIN,54684634,13545000
11-JAN-2017,INE039A01010,IFCI LTD,IFCI,147807447,121440000
11-JAN-2017,INE437A01024,APOLLO HOSPITALS ENTER. L,APOLLOHOSP,18266320,628800
11-JAN-2017,INE258A01016,BEML LIMITED,BEML,3828900,2650200
11-JAN-2017,INE044A01036,SUN PHARMACEUTICALS IND.,SUNPHARMA,216740044,36367800
11-JAN-2017,INE002A01018,RELIANCE INDUSTRIES LTD,RELIANCE,336890908,19787500
11-JAN-2017,INE114A01011,STEEL AUTHORITY OF INDIA,SAIL,206528041,82536000
11-JAN-2017,INE055A01016,CENTURY TEXTILES LTD,CENTURYTEX,11671128,12071400
11-JAN-2017,INE263A01016,BHARAT ELECTRONICS LTD,BEL,11429786,2414700
11-JAN-2017,INE038A01020,HINDALCO  INDUSTRIES  LTD,HINDALCO,257369784,61943000
11-JAN-2017,INE101A01026,MAHINDRA & MAHINDRA LTD,M&M,86047916,7041500
11-JAN-2017,INE482A01020,CEAT LIMITED,CEATLTD,3983269,2590000
11-JAN-2017,INE090A01021,ICICI BANK LTD.,ICICIBANK,868527943,76970000
11-JAN-2017,INE860A01027,HCL TECHNOLOGIES LTD,HCLTECH,111868457,7901600
11-JAN-2017,INE628A01036,UPL LIMITED,UPL,73204269,6699600
11-JAN-2017,INE797F01012,JUBILANT FOODWORKS LTD,JUBLFOOD,7236807,2596500
11-JAN-2017,INE467B01029,TATA CONSULTANCY SERV LT,TCS,105110557,6367250
11-JAN-2017,INE121J01017,BHARTI INFRATEL LTD.,INFRATEL,103482923,6414400
11-JAN-2017,INE685A01028,TORRENT PHARMACEUTICALS L,TORNTPHARM,9731600,194400
11-JAN-2017,INE836A01035,KPIT TECHNOLOGIES LTD,KPIT,30989227,3904000
11-JAN-2017,INE667A01018,SYNDICATE BANK,SYNDIBANK,40732856,17694000
11-JAN-2017,INE160A01022,PUNJAB NATIONAL BANK,PNB,148901807,95172000
11-JAN-2017,INE256A01028,ZEE ENTERTAINMENT ENT LTD,ZEEL,109355701,10171200
11-JAN-2017,INE428A01015,ALLAHABAD BANK,ALBK,44762154,18090000
11-JAN-2017,INE614B01018,KARNATAKA BANK LIMITED,KTKBANK,46329362,20945000
11-JAN-2017,INE669C01036,TECH MAHINDRA LIMITED,TECHM,123732896,12243000
11-JAN-2017,INE196A01026,MARICO LIMITED,MARICO,103246075,8010600
11-JAN-2017,INE821I01014,IRB INFRA DEV LTD.,IRB,29963877,10972500
11-JAN-2017,INE494B01023,TVS MOTOR COMPANY  LTD,TVSMOTOR,40480865,11492000
11-JAN-2017,INE047A01021,GRASIM INDUSTRIES LTD,GRASIM,64148609,10396500
11-JAN-2017,INE455F01025,JAIPRAKASH ASSOCIATES LTD,JPASSOCIAT,295098128,277576000
11-JAN-2017,INE813H01021,TORRENT POWER LTD,TORNTPOWER,44634693,3282000
11-JAN-2017,INE528G01019,YES BANK LIMITED,YESBANK,65903352,16283400
11-JAN-2017,INE043D01016,IDFC LIMITED,IDFC,319188314,70026000
11-JAN-2017,INE522F01014,COAL INDIA LTD,COALINDIA,257078763,14733900
11-JAN-2017,INE095A01012,INDUSIND BANK LIMITED,INDUSINDBK,88710642,10612800
11-JAN-2017,INE069A01017,ADITYA BIRLA NUVO LIMITED,ABIRLANUVO,10834472,4256400
11-JAN-2017,INE172A01027,CASTROL INDIA LIMITED,CASTROLIND,48466996,11443600
11-JAN-2017,INE021A01026,ASIAN PAINTS LIMITED,ASIANPAINT,90562661,7587000
11-JAN-2017,INE438A01022,APOLLO TYRES LTD,APOLLOTYRE,56861605,12918000
11-JAN-2017,INE081A01012,TATA STEEL LIMITED,TATASTEEL,133342619,45700000
11-JAN-2017,INE584A01023,NMDC LTD.,NMDC,158552856,27972000
11-JAN-2017,INE330H01018,RELIANCE COMMUNICATIONS L,RCOM,198529730,150240000
11-JAN-2017,INE009A01021,INFOSYS LIMITED,INFY,398569106,24689500
11-JAN-2017,INE013A01015,RELIANCE CAPITAL LTD,RELCAPITAL,23807815,14374500
11-JAN-2017,INE180K01011,BHARAT FIN INCLUSION LTD,BHARATFIN,27025147,15536000
11-JAN-2017,INE176A01028,BATA INDIA LTD,BATAINDIA,12092405,3283500
11-JAN-2017,INE259A01022,COLGATE PALMOLIVE LTD.,COLPAL,26654592,711900
11-JAN-2017,INE429C01035,SINTEX INDUSTRIES LTD,SINTEX,70698298,31927125
11-JAN-2017,INE854D01016,UNITED SPIRITS LIMITED,MCDOWELL-N,11921477,2637750
11-JAN-2017,INE101D01020,GRANULES INDIA LIMITED,GRANULES,21264103,14550000
11-JAN-2017,INE245A01021,TATA POWER CO LTD,TATAPOWER,362285786,30006000
11-JAN-2017,INE614G01033,RELIANCE POWER LTD.,RPOWER,138526953,59340000
11-JAN-2017,INE075A01022,WIPRO LTD,WIPRO,127229846,6346800
11-JAN-2017,INE942G01012,MCLEOD RUSSEL INDIA LTD.,MCLEODRUSS,10969190,5322000
11-JAN-2017,INE881D01027,ORACLE FIN SERV SOFT LTD.,OFSS,4393160,218250
11-JAN-2017,INE040A01026,HDFC BANK LTD,HDFCBANK,305882841,35530500
11-JAN-2017,INE158A01026,HERO MOTOCORP LIMITED,HEROMOTOCO,26105076,1981800
11-JAN-2017,INE742F01042,ADANI PORT & SEZ LTD,ADANIPORTS,170061353,20017500
11-JAN-2017,INE486A01013,CESC LTD,CESC,13270994,2392500
11-JAN-2017,INE883A01011,MRF LTD,MRF,615056,37860
11-JAN-2017,INE424H01027,SUN TV NETWORK LIMITED,SUNTV,19704232,13148000
11-JAN-2017,INE836F01026,DISH TV INDIA LTD.,DISHTV,75810101,40880000
11-JAN-2017,INE752E01010,POWER GRID CORP. LTD.,POWERGRID,440550890,20496000
11-JAN-2017,INE267A01025,HINDUSTAN ZINC LIMITED,HINDZINC,296432938,9712000
11-JAN-2017,INE067A01029,CROMPTON GREAVES LTD,CROMPGREAV,82082548,27804000
11-JAN-2017,INE298A01020,CUMMINS INDIA LTD,CUMMINSIND,27165463,664800
11-JAN-2017,INE008A01015,IDBI BANK LIMITED,IDBI,75388015,37152000
11-JAN-2017,INE669E01016,IDEA CELLULAR LIMITED,IDEA,416070438,101584000
11-JAN-2017,INE510A01028,ENGINEERS INDIA LTD,ENGINERSIN,54764539,26012000
11-JAN-2017,INE302A01020,EXIDE INDUSTRIES LTD,EXIDEIND,91809066,13388000
11-JAN-2017,INE877F01012,PTC INDIA LIMITED,PTC,49601664,20312000
11-JAN-2017,INE016A01026,DABUR INDIA LTD,DABUR,112643965,13300000
11-JAN-2017,IN9155A01020,TATA MOTORS DVR 'A' ORD,TATAMTRDVR,101597007,17362800
11-JAN-2017,INE323A01026,BOSCH LIMITED,BOSCHLTD,1801607,77500
11-JAN-2017,INE483B01026,INDO COUNT INDUSTRIES LTD,ICIL,16210584,4378500
11-JAN-2017,INE591G01017,NIIT TECHNOLOGIES LTD,NIITTECH,8501411,712500
11-JAN-2017,INE102D01028,GODREJ CONSUMER PRODUCTS,GODREJCP,25020946,659200
