Date, ISIN, Scrip Name, NSE Symbol, MWPL, NSE Open Interest
12-JAN-2017,INE171A01029,FEDERAL BANK LTD,FEDERALBNK,337875839,65373000
12-JAN-2017,INE003A01024,SIEMENS LTD,SIEMENS,17805517,904000
12-JAN-2017,INE030A01027,HINDUSTAN UNILEVER LTD.,HINDUNILVR,141972365,7269000
12-JAN-2017,INE271C01023,DLF LIMITED,DLF,89368945,72675000
12-JAN-2017,INE066A01013,EICHER MOTORS LTD,EICHERMOT,2687179,258225
12-JAN-2017,INE192A01025,TATA GLOBAL BEVERAGES LTD,TATAGLOBAL,78143609,30766500
12-JAN-2017,INE034A01011,ARVIND LIMITED,ARVIND,29058112,11862000
12-JAN-2017,INE749A01030,JINDAL STEEL & POWER LTD,JINDALSTEL,69721409,78102000
12-JAN-2017,INE093A01033,HEXAWARE TECHNOLOGIES LTD,HEXAWARE,17192082,7005000
12-JAN-2017,INE129A01019,GAIL (INDIA) LTD,GAIL,108951958,6844500
12-JAN-2017,INE775A01035,MOTHERSON SUMI SYSTEMS LT,MOTHERSUMI,103569882,13632500
12-JAN-2017,INE886H01027,TV18 BROADCAST LIMITED,TV18BRDCST,135768011,99280000
12-JAN-2017,INE721A01013,SHRIRAM TRANSPORT FIN CO.,SRTRANSFIN,33555914,3991800
12-JAN-2017,INE910H01017,CAIRN INDIA LIMITED,CAIRN,150598427,25280500
12-JAN-2017,INE084A01016,BANK OF INDIA,BANKINDIA,47308200,32508000
12-JAN-2017,INE092A01019,TATA CHEMICALS LTD,TATACHEM,35256784,5782500
12-JAN-2017,INE280A01028,TITAN COMPANY LIMITED,TITAN,83355648,11178000
12-JAN-2017,INE121E01018,JSW ENERGY LIMITED,JSWENERGY,82002830,44544000
12-JAN-2017,INE776C01039,GMR INFRASTRUCTURE LTD.,GMRINFRA,463433632,206595000
12-JAN-2017,INE686F01025,UNITED BREWERIES LTD,UBL,13816721,1120000
12-JAN-2017,INE376G01013,BIOCON LIMITED.,BIOCON,15004812,5323200
12-JAN-2017,INE001A01036,HDFC LTD,HDFC,316796738,14185500
12-JAN-2017,INE599M01018,JUSTDIAL LTD.,JUSTDIAL,9292375,7884000
12-JAN-2017,INE383A01012,THE INDIA CEMENTS LIMITED,INDIACEM,43350664,33866000
12-JAN-2017,INE238A01034,AXIS BANK LIMITED,AXISBANK,319829359,41869200
12-JAN-2017,INE202B01012,DEWAN HOUSING FIN CORP LT,DHFL,37995668,21639000
12-JAN-2017,INE237A01028,KOTAK MAHINDRA BANK LTD,KOTAKBANK,243819129,12111200
12-JAN-2017,INE203G01019,INDRAPRASTHA GAS LTD,IGL,15400016,2921600
12-JAN-2017,INE683A01023,THE SOUTH INDIAN BANK LTD,SOUTHBANK,270123332,62880000
12-JAN-2017,INE079A01024,AMBUJA CEMENTS LTD,AMBUJACEM,151241250,15297500
12-JAN-2017,INE205A01025,VEDANTA LIMITED,VEDL,220189602,66591000
12-JAN-2017,INE031B01049,AJANTA PHARMA LIMITED,AJANTPHARM,4614298,373600
12-JAN-2017,INE257A01026,BHEL,BHEL,180829600,48645000
12-JAN-2017,INE465A01025,BHARAT FORGE LTD,BHARATFORG,24793439,6106200
12-JAN-2017,INE134E01011,POWER FIN CORP LTD.,PFC,170046535,25362000
12-JAN-2017,INE274J01014,OIL INDIA LTD,OIL,51855530,3059100
12-JAN-2017,INE141A01014,ORIENTAL BANK OF COMMERCE,ORIENTBANK,24507940,18882000
12-JAN-2017,INE154A01025,ITC LTD,ITC,2416891119,50164800
12-JAN-2017,INE175A01038,JAIN IRRIGATION SYSTEMS,JISLJALEQS,63633950,52956000
12-JAN-2017,INE917I01010,BAJAJ AUTO LIMITED,BAJAJ-AUTO,29338218,1657250
12-JAN-2017,INE423A01024,ADANI ENTERPRISES LIMITED,ADANIENT,54990504,21736000
12-JAN-2017,INE434A01013,ANDHRA BANK,ANDHRABANK,47000000,25930000
12-JAN-2017,INE885A01032,AMARA RAJA BATTERIES LTD.,AMARAJABAT,16377009,750000
12-JAN-2017,INE233A01035,GODREJ INDUSTRIES LTD,GODREJIND,16960663,1473000
12-JAN-2017,INE155A01022,TATA MOTORS LIMITED,TATAMOTORS,386909887,32896500
12-JAN-2017,INE062A01020,STATE BANK OF INDIA,SBIN,591901406,123072000
12-JAN-2017,INE585B01010,MARUTI SUZUKI INDIA LTD.,MARUTI,26458324,4245600
12-JAN-2017,INE476A01014,CANARA BANK,CANBK,36600000,24489000
12-JAN-2017,INE785M01013,PC JEWELLER LTD,PCJEWELLER,9218537,1485000
12-JAN-2017,INE347G01014,PETRONET LNG LIMITED,PETRONET,75000008,6235500
12-JAN-2017,INE848E01016,NHPC LTD,NHPC,562417343,87075000
12-JAN-2017,INE039A01010,IFCI LTD,IFCI,147807447,123420000
12-JAN-2017,INE028A01039,BANK OF BARODA,BANKBARODA,187843804,47446000
12-JAN-2017,INE176B01034,HAVELLS INDIA LIMITED,HAVELLS,47907601,5860000
12-JAN-2017,INE018I01017,MINDTREE LIMITED,MINDTREE,28953099,3032400
12-JAN-2017,INE029A01011,BHARAT PETROLEUM CORP  LT,BPCL,130353651,17391600
12-JAN-2017,INE226A01021,VOLTAS LTD,VOLTAS,46126252,6464000
12-JAN-2017,INE059A01026,CIPLA LTD,CIPLA,98512283,6863000
12-JAN-2017,INE089A01023,DR. REDDY'S LABORATORIES,DRREDDY,24300551,2076800
12-JAN-2017,INE802G01018,JET AIRWAYS (INDIA) LTD.,JETAIRWAYS,11132543,7627000
12-JAN-2017,INE019A01038,JSW STEEL LIMITED,JSWSTEEL,280560720,63408000
12-JAN-2017,INE397D01024,BHARTI AIRTEL LIMITED,BHARTIARTL,262450638,32974900
12-JAN-2017,INE670A01012,TATA ELXSI LIMITED,TATAELXSI,3448117,1423600
12-JAN-2017,INE455I01029,KAVERI SEED CO. LTD.,KSCL,5870469,3135000
12-JAN-2017,INE761H01022,PAGE INDUSTRIES LTD,PAGEIND,1137517,37650
12-JAN-2017,INE939A01011,STRIDES SHASUN LIMITED,STAR,12307958,1890000
12-JAN-2017,INE498L01015,L&T FINANCE HOLDINGS LTD,L&TFH,110515050,31887000
12-JAN-2017,INE774D01024,M&M FIN. SERVICES LTD,M&MFIN,54684634,13762500
12-JAN-2017,INE111A01017,CONTAINER CORP OF IND LTD,CONCOR,16848081,1113000
12-JAN-2017,INE481G01011,ULTRATECH CEMENT LIMITED,ULTRACEMCO,20713731,2701600
12-JAN-2017,INE092T01019,IDFC BANK LIMITED,IDFCBANK,319674051,60088000
12-JAN-2017,INE437A01024,APOLLO HOSPITALS ENTER. L,APOLLOHOSP,18266320,646400
12-JAN-2017,INE069I01010,INDIABULLS REAL EST. LTD,IBREALEST,53091511,50140000
12-JAN-2017,INE002A01018,RELIANCE INDUSTRIES LTD,RELIANCE,336890908,20157500
12-JAN-2017,INE467B01029,TATA CONSULTANCY SERV LT,TCS,105110557,8876500
12-JAN-2017,INE038A01020,HINDALCO  INDUSTRIES  LTD,HINDALCO,257369784,62023500
12-JAN-2017,INE090A01021,ICICI BANK LTD.,ICICIBANK,868527943,78392500
12-JAN-2017,INE044A01036,SUN PHARMACEUTICALS IND.,SUNPHARMA,216740044,37258200
12-JAN-2017,INE628A01036,UPL LIMITED,UPL,73204269,6750000
12-JAN-2017,INE482A01020,CEAT LIMITED,CEATLTD,3983269,2615900
12-JAN-2017,INE263A01016,BHARAT ELECTRONICS LTD,BEL,11429786,2422350
12-JAN-2017,INE258A01016,BEML LIMITED,BEML,3828900,2734800
12-JAN-2017,INE860A01027,HCL TECHNOLOGIES LTD,HCLTECH,111868457,8550500
12-JAN-2017,INE114A01011,STEEL AUTHORITY OF INDIA,SAIL,206528041,87924000
12-JAN-2017,INE121J01017,BHARTI INFRATEL LTD.,INFRATEL,103482923,6497600
12-JAN-2017,INE101A01026,MAHINDRA & MAHINDRA LTD,M&M,86047916,7195500
12-JAN-2017,INE797F01012,JUBILANT FOODWORKS LTD,JUBLFOOD,7236807,2615000
12-JAN-2017,INE055A01016,CENTURY TEXTILES LTD,CENTURYTEX,11671128,11067100
12-JAN-2017,INE836A01035,KPIT TECHNOLOGIES LTD,KPIT,30989227,3860000
12-JAN-2017,INE685A01028,TORRENT PHARMACEUTICALS L,TORNTPHARM,9731600,202800
12-JAN-2017,INE160A01022,PUNJAB NATIONAL BANK,PNB,148901807,93100000
12-JAN-2017,INE196A01026,MARICO LIMITED,MARICO,103246075,7992400
12-JAN-2017,INE669C01036,TECH MAHINDRA LIMITED,TECHM,123732896,12116500
12-JAN-2017,INE256A01028,ZEE ENTERTAINMENT ENT LTD,ZEEL,109355701,10692500
12-JAN-2017,INE821I01014,IRB INFRA DEV LTD.,IRB,29963877,10842500
12-JAN-2017,INE494B01023,TVS MOTOR COMPANY  LTD,TVSMOTOR,40480865,11894000
12-JAN-2017,INE667A01018,SYNDICATE BANK,SYNDIBANK,40732856,18117000
12-JAN-2017,INE047A01021,GRASIM INDUSTRIES LTD,GRASIM,64148609,10630500
12-JAN-2017,INE428A01015,ALLAHABAD BANK,ALBK,44762154,18490000
12-JAN-2017,INE614B01018,KARNATAKA BANK LIMITED,KTKBANK,46329362,21490750
12-JAN-2017,INE813H01021,TORRENT POWER LTD,TORNTPOWER,44634693,3615000
12-JAN-2017,INE455F01025,JAIPRAKASH ASSOCIATES LTD,JPASSOCIAT,295098128,274312000
12-JAN-2017,INE522F01014,COAL INDIA LTD,COALINDIA,257078763,15320400
12-JAN-2017,INE021A01026,ASIAN PAINTS LIMITED,ASIANPAINT,90562661,7600200
12-JAN-2017,INE009A01021,INFOSYS LIMITED,INFY,398569106,29349000
12-JAN-2017,INE095A01012,INDUSIND BANK LIMITED,INDUSINDBK,88710642,10566000
12-JAN-2017,INE081A01012,TATA STEEL LIMITED,TATASTEEL,133342619,47654000
12-JAN-2017,INE528G01019,YES BANK LIMITED,YESBANK,65903352,17184300
12-JAN-2017,INE584A01023,NMDC LTD.,NMDC,158552856,27882000
12-JAN-2017,INE043D01016,IDFC LIMITED,IDFC,319188314,70210800
12-JAN-2017,INE176A01028,BATA INDIA LTD,BATAINDIA,12092405,3796100
12-JAN-2017,INE180K01011,BHARAT FIN INCLUSION LTD,BHARATFIN,27025147,15424000
12-JAN-2017,INE069A01017,ADITYA BIRLA NUVO LIMITED,ABIRLANUVO,10834472,4294000
12-JAN-2017,INE438A01022,APOLLO TYRES LTD,APOLLOTYRE,56861605,13362000
12-JAN-2017,INE330H01018,RELIANCE COMMUNICATIONS L,RCOM,198529730,158076000
12-JAN-2017,INE245A01021,TATA POWER CO LTD,TATAPOWER,362285786,35829000
12-JAN-2017,INE854D01016,UNITED SPIRITS LIMITED,MCDOWELL-N,11921477,2646750
12-JAN-2017,INE429C01035,SINTEX INDUSTRIES LTD,SINTEX,70698298,32653875
12-JAN-2017,INE101D01020,GRANULES INDIA LIMITED,GRANULES,21264103,14700000
12-JAN-2017,INE259A01022,COLGATE PALMOLIVE LTD.,COLPAL,26654592,738500
12-JAN-2017,INE881D01027,ORACLE FIN SERV SOFT LTD.,OFSS,4393160,216600
12-JAN-2017,INE614G01033,RELIANCE POWER LTD.,RPOWER,138526953,61536000
12-JAN-2017,INE013A01015,RELIANCE CAPITAL LTD,RELCAPITAL,23807815,14452500
12-JAN-2017,INE075A01022,WIPRO LTD,WIPRO,127229846,6237600
12-JAN-2017,INE172A01027,CASTROL INDIA LIMITED,CASTROLIND,48466996,11135600
12-JAN-2017,INE942G01012,MCLEOD RUSSEL INDIA LTD.,MCLEODRUSS,10969190,5430000
12-JAN-2017,INE424H01027,SUN TV NETWORK LIMITED,SUNTV,19704232,14038000
12-JAN-2017,INE486A01013,CESC LTD,CESC,13270994,2418900
12-JAN-2017,INE669E01016,IDEA CELLULAR LIMITED,IDEA,416070438,104216000
12-JAN-2017,INE877F01012,PTC INDIA LIMITED,PTC,49601664,20904000
12-JAN-2017,INE040A01026,HDFC BANK LTD,HDFCBANK,305882841,36249500
12-JAN-2017,INE752E01010,POWER GRID CORP. LTD.,POWERGRID,440550890,23588000
12-JAN-2017,INE510A01028,ENGINEERS INDIA LTD,ENGINERSIN,54764539,26257000
12-JAN-2017,INE302A01020,EXIDE INDUSTRIES LTD,EXIDEIND,91809066,13872000
12-JAN-2017,INE067A01029,CROMPTON GREAVES LTD,CROMPGREAV,82082548,29748000
12-JAN-2017,INE883A01011,MRF LTD,MRF,615056,36105
12-JAN-2017,INE591G01017,NIIT TECHNOLOGIES LTD,NIITTECH,8501411,708000
12-JAN-2017,INE016A01026,DABUR INDIA LTD,DABUR,112643965,13392500
12-JAN-2017,INE102D01028,GODREJ CONSUMER PRODUCTS,GODREJCP,25020946,700000
12-JAN-2017,INE267A01025,HINDUSTAN ZINC LIMITED,HINDZINC,296432938,9936000
12-JAN-2017,INE158A01026,HERO MOTOCORP LIMITED,HEROMOTOCO,26105076,1974800
12-JAN-2017,INE742F01042,ADANI PORT & SEZ LTD,ADANIPORTS,170061353,19655000
12-JAN-2017,INE008A01015,IDBI BANK LIMITED,IDBI,75388015,37136000
12-JAN-2017,INE483B01026,INDO COUNT INDUSTRIES LTD,ICIL,16210584,4354000
12-JAN-2017,INE836F01026,DISH TV INDIA LTD.,DISHTV,75810101,41272000
12-JAN-2017,IN9155A01020,TATA MOTORS DVR 'A' ORD,TATAMTRDVR,101597007,17667300
12-JAN-2017,INE323A01026,BOSCH LIMITED,BOSCHLTD,1801607,78700
12-JAN-2017,INE298A01020,CUMMINS INDIA LTD,CUMMINSIND,27165463,669000
