Date, ISIN, Scrip Name, NSE Symbol, MWPL, NSE Open Interest
09-JAN-2017,INE094A01015,HINDUSTAN PETROLEUM CORP,HINDPETRO,99330300,26819100
09-JAN-2017,INE003A01024,SIEMENS LTD,SIEMENS,17805517,894500
09-JAN-2017,INE910H01017,CAIRN INDIA LIMITED,CAIRN,150598427,24381000
09-JAN-2017,INE148I01020,INDIABULLS HSG FIN LTD,IBULHSGFIN,63336538,15330400
09-JAN-2017,INE775A01035,MOTHERSON SUMI SYSTEMS LT,MOTHERSUMI,103569882,11945000
09-JAN-2017,INE066A01013,EICHER MOTORS LTD,EICHERMOT,2687179,239375
09-JAN-2017,INE010B01027,CADILA HEALTHCARE LIMITED,CADILAHC,51610474,3294400
09-JAN-2017,INE034A01011,ARVIND LIMITED,ARVIND,29058112,8554000
09-JAN-2017,INE191I01012,HOUSING DEV & INFRA LTD,HDIL,55096915,44128000
09-JAN-2017,INE020B01018,RURAL ELEC CORP. LTD.,RECLTD,155476528,34128000
09-JAN-2017,INE129A01019,GAIL (INDIA) LTD,GAIL,108951958,6931500
09-JAN-2017,INE030A01027,HINDUSTAN UNILEVER LTD.,HINDUNILVR,141972365,6438600
09-JAN-2017,INE121E01018,JSW ENERGY LIMITED,JSWENERGY,82002830,42520000
09-JAN-2017,INE192A01025,TATA GLOBAL BEVERAGES LTD,TATAGLOBAL,78143609,29538000
09-JAN-2017,INE242A01010,INDIAN OIL CORP LTD,IOC,405176781,21387000
09-JAN-2017,INE721A01013,SHRIRAM TRANSPORT FIN CO.,SRTRANSFIN,33555914,3704400
09-JAN-2017,INE647A01010,SRF LTD,SRF,5468800,460500
09-JAN-2017,INE084A01016,BANK OF INDIA,BANKINDIA,47308200,31116000
09-JAN-2017,INE749A01030,JINDAL STEEL & POWER LTD,JINDALSTEL,69721409,59940000
09-JAN-2017,INE092A01019,TATA CHEMICALS LTD,TATACHEM,35256784,5154000
09-JAN-2017,INE776C01039,GMR INFRASTRUCTURE LTD.,GMRINFRA,463433632,202995000
09-JAN-2017,INE280A01028,TITAN COMPANY LIMITED,TITAN,83355648,11100000
09-JAN-2017,INE886H01027,TV18 BROADCAST LIMITED,TV18BRDCST,135768011,93228000
09-JAN-2017,INE686F01025,UNITED BREWERIES LTD,UBL,13816721,1104600
09-JAN-2017,INE885A01032,AMARA RAJA BATTERIES LTD.,AMARAJABAT,16377009,697800
09-JAN-2017,INE237A01028,KOTAK MAHINDRA BANK LTD,KOTAKBANK,243819129,10959200
09-JAN-2017,INE257A01026,BHEL,BHEL,180829600,44560000
09-JAN-2017,INE376G01013,BIOCON LIMITED.,BIOCON,15004812,4488600
09-JAN-2017,INE465A01025,BHARAT FORGE LTD,BHARATFORG,24793439,5691600
09-JAN-2017,INE238A01034,AXIS BANK LIMITED,AXISBANK,319829359,37890000
09-JAN-2017,INE154A01025,ITC LTD,ITC,2416891119,48933600
09-JAN-2017,INE205A01025,VEDANTA LIMITED,VEDL,220189602,59636500
09-JAN-2017,INE683A01023,THE SOUTH INDIAN BANK LTD,SOUTHBANK,270123332,53040000
09-JAN-2017,INE202B01012,DEWAN HOUSING FIN CORP LT,DHFL,37995668,21369000
09-JAN-2017,INE001A01036,HDFC LTD,HDFC,316796738,13007500
09-JAN-2017,INE434A01013,ANDHRA BANK,ANDHRABANK,47000000,25080000
09-JAN-2017,INE383A01012,THE INDIA CEMENTS LIMITED,INDIACEM,43350664,34205500
09-JAN-2017,INE141A01014,ORIENTAL BANK OF COMMERCE,ORIENTBANK,24507940,18786000
09-JAN-2017,INE274J01014,OIL INDIA LTD,OIL,38903089,1968600
09-JAN-2017,INE134E01011,POWER FIN CORP LTD.,PFC,170046535,23496000
09-JAN-2017,INE917I01010,BAJAJ AUTO LIMITED,BAJAJ-AUTO,29338218,1634250
09-JAN-2017,INE233A01035,GODREJ INDUSTRIES LTD,GODREJIND,16960663,1516500
09-JAN-2017,INE599M01018,JUSTDIAL LTD.,JUSTDIAL,9292375,7282800
09-JAN-2017,INE031B01049,AJANTA PHARMA LIMITED,AJANTPHARM,4614298,387200
09-JAN-2017,INE423A01024,ADANI ENTERPRISES LIMITED,ADANIENT,54990504,20960000
09-JAN-2017,INE203G01019,INDRAPRASTHA GAS LTD,IGL,15400016,2883100
09-JAN-2017,INE175A01038,JAIN IRRIGATION SYSTEMS,JISLJALEQS,63633950,50958000
09-JAN-2017,INE079A01024,AMBUJA CEMENTS LTD,AMBUJACEM,151241250,14615000
09-JAN-2017,INE347G01014,PETRONET LNG LIMITED,PETRONET,75000008,4812000
09-JAN-2017,INE498L01015,L&T FINANCE HOLDINGS LTD,L&TFH,110515050,31869000
09-JAN-2017,INE062A01020,STATE BANK OF INDIA,SBIN,591901406,117963000
09-JAN-2017,INE481G01011,ULTRATECH CEMENT LIMITED,ULTRACEMCO,20713731,2697400
09-JAN-2017,INE802G01018,JET AIRWAYS (INDIA) LTD.,JETAIRWAYS,11132543,7049000
09-JAN-2017,INE089A01023,DR. REDDY'S LABORATORIES,DRREDDY,24300551,1657000
09-JAN-2017,INE111A01017,CONTAINER CORP OF IND LTD,CONCOR,16848081,980500
09-JAN-2017,INE029A01011,BHARAT PETROLEUM CORP  LT,BPCL,130353651,16801200
09-JAN-2017,INE018I01017,MINDTREE LIMITED,MINDTREE,28953099,2659200
09-JAN-2017,INE155A01022,TATA MOTORS LIMITED,TATAMOTORS,386909887,32886000
09-JAN-2017,INE437A01024,APOLLO HOSPITALS ENTER. L,APOLLOHOSP,18266320,619200
09-JAN-2017,INE019A01038,JSW STEEL LIMITED,JSWSTEEL,280560720,57720000
09-JAN-2017,INE476A01014,CANARA BANK,CANBK,36600000,24681000
09-JAN-2017,INE585B01010,MARUTI SUZUKI INDIA LTD.,MARUTI,26458324,3840900
09-JAN-2017,INE028A01039,BANK OF BARODA,BANKBARODA,187843804,45801000
09-JAN-2017,INE059A01026,CIPLA LTD,CIPLA,98512283,6606000
09-JAN-2017,INE397D01024,BHARTI AIRTEL LIMITED,BHARTIARTL,262450638,32014400
09-JAN-2017,INE226A01021,VOLTAS LTD,VOLTAS,46126252,6458000
09-JAN-2017,INE939A01011,STRIDES SHASUN LIMITED,STAR,12307958,1929500
09-JAN-2017,INE092T01019,IDFC BANK LIMITED,IDFCBANK,319674051,60280000
09-JAN-2017,INE774D01024,M&M FIN. SERVICES LTD,M&MFIN,54684634,13435000
09-JAN-2017,INE069I01010,INDIABULLS REAL EST. LTD,IBREALEST,53091511,46380000
09-JAN-2017,INE039A01010,IFCI LTD,IFCI,147807447,115368000
09-JAN-2017,INE785M01013,PC JEWELLER LTD,PCJEWELLER,9218537,1375500
09-JAN-2017,INE176B01034,HAVELLS INDIA LIMITED,HAVELLS,47907601,5828000
09-JAN-2017,INE670A01012,TATA ELXSI LIMITED,TATAELXSI,3448117,1403200
09-JAN-2017,INE848E01016,NHPC LTD,NHPC,562417343,50031000
09-JAN-2017,INE455I01029,KAVERI SEED CO. LTD.,KSCL,5870469,2290500
09-JAN-2017,INE761H01022,PAGE INDUSTRIES LTD,PAGEIND,1137517,38800
09-JAN-2017,INE044A01036,SUN PHARMACEUTICALS IND.,SUNPHARMA,216740044,36620500
09-JAN-2017,INE628A01036,UPL LIMITED,UPL,73204269,6430800
09-JAN-2017,INE055A01016,CENTURY TEXTILES LTD,CENTURYTEX,11671128,10484100
09-JAN-2017,INE258A01016,BEML LIMITED,BEML,3828900,2314200
09-JAN-2017,INE263A01016,BHARAT ELECTRONICS LTD,BEL,11429786,2020500
09-JAN-2017,INE467B01029,TATA CONSULTANCY SERV LT,TCS,105110557,5842000
09-JAN-2017,INE860A01027,HCL TECHNOLOGIES LTD,HCLTECH,111868457,7513800
09-JAN-2017,INE002A01018,RELIANCE INDUSTRIES LTD,RELIANCE,336890908,19492500
09-JAN-2017,INE482A01020,CEAT LIMITED,CEATLTD,3983269,2398200
09-JAN-2017,INE090A01021,ICICI BANK LTD.,ICICIBANK,868527943,74380000
09-JAN-2017,INE114A01011,STEEL AUTHORITY OF INDIA,SAIL,206528041,73224000
09-JAN-2017,INE038A01020,HINDALCO  INDUSTRIES  LTD,HINDALCO,257369784,56441000
09-JAN-2017,INE101A01026,MAHINDRA & MAHINDRA LTD,M&M,86047916,7101000
09-JAN-2017,INE685A01028,TORRENT PHARMACEUTICALS L,TORNTPHARM,9731600,192000
09-JAN-2017,INE797F01012,JUBILANT FOODWORKS LTD,JUBLFOOD,7236807,2649500
09-JAN-2017,INE121J01017,BHARTI INFRATEL LTD.,INFRATEL,103482923,6390400
09-JAN-2017,INE836A01035,KPIT TECHNOLOGIES LTD,KPIT,30989227,4100000
09-JAN-2017,INE047A01021,GRASIM INDUSTRIES LTD,GRASIM,64148609,10020750
09-JAN-2017,INE160A01022,PUNJAB NATIONAL BANK,PNB,148901807,92449000
09-JAN-2017,INE428A01015,ALLAHABAD BANK,ALBK,44762154,16980000
09-JAN-2017,INE256A01028,ZEE ENTERTAINMENT ENT LTD,ZEEL,109355701,9617400
09-JAN-2017,INE669C01036,TECH MAHINDRA LIMITED,TECHM,123732896,11867900
09-JAN-2017,INE494B01023,TVS MOTOR COMPANY  LTD,TVSMOTOR,40480865,11716000
09-JAN-2017,INE455F01025,JAIPRAKASH ASSOCIATES LTD,JPASSOCIAT,295098128,274040000
09-JAN-2017,INE821I01014,IRB INFRA DEV LTD.,IRB,29963877,11035000
09-JAN-2017,INE614B01018,KARNATAKA BANK LIMITED,KTKBANK,46329362,20495125
09-JAN-2017,INE196A01026,MARICO LIMITED,MARICO,103246075,7935200
09-JAN-2017,INE667A01018,SYNDICATE BANK,SYNDIBANK,40732856,16425000
09-JAN-2017,INE813H01021,TORRENT POWER LTD,TORNTPOWER,44634693,3042000
09-JAN-2017,INE095A01012,INDUSIND BANK LIMITED,INDUSINDBK,88710642,6223800
09-JAN-2017,INE172A01027,CASTROL INDIA LIMITED,CASTROLIND,48466996,11473000
09-JAN-2017,INE528G01019,YES BANK LIMITED,YESBANK,65903352,14477400
09-JAN-2017,INE009A01021,INFOSYS LIMITED,INFY,398569106,21456000
09-JAN-2017,INE013A01015,RELIANCE CAPITAL LTD,RELCAPITAL,23807815,13671000
09-JAN-2017,INE075A01022,WIPRO LTD,WIPRO,127229846,6526800
09-JAN-2017,INE942G01012,MCLEOD RUSSEL INDIA LTD.,MCLEODRUSS,10969190,5499000
09-JAN-2017,INE176A01028,BATA INDIA LTD,BATAINDIA,12092405,3262600
09-JAN-2017,INE101D01020,GRANULES INDIA LIMITED,GRANULES,21264103,15270000
09-JAN-2017,INE081A01012,TATA STEEL LIMITED,TATASTEEL,133342619,35994000
09-JAN-2017,INE180K01011,BHARAT FIN INCLUSION LTD,BHARATFIN,27025147,14917000
09-JAN-2017,INE522F01014,COAL INDIA LTD,COALINDIA,257078763,13934900
09-JAN-2017,INE021A01026,ASIAN PAINTS LIMITED,ASIANPAINT,90562661,7423200
09-JAN-2017,INE429C01035,SINTEX INDUSTRIES LTD,SINTEX,70698298,31321500
09-JAN-2017,INE584A01023,NMDC LTD.,NMDC,158552856,26448000
09-JAN-2017,INE438A01022,APOLLO TYRES LTD,APOLLOTYRE,56861605,10902000
09-JAN-2017,INE854D01016,UNITED SPIRITS LIMITED,MCDOWELL-N,11921477,2586250
09-JAN-2017,INE259A01022,COLGATE PALMOLIVE LTD.,COLPAL,26654592,646800
09-JAN-2017,INE330H01018,RELIANCE COMMUNICATIONS L,RCOM,198529730,139152000
09-JAN-2017,INE881D01027,ORACLE FIN SERV SOFT LTD.,OFSS,4393160,215400
09-JAN-2017,INE069A01017,ADITYA BIRLA NUVO LIMITED,ABIRLANUVO,10834472,4035200
09-JAN-2017,INE614G01033,RELIANCE POWER LTD.,RPOWER,138526953,58488000
09-JAN-2017,INE245A01021,TATA POWER CO LTD,TATAPOWER,362285786,28476000
09-JAN-2017,INE043D01016,IDFC LIMITED,IDFC,319188314,67425600
09-JAN-2017,INE158A01026,HERO MOTOCORP LIMITED,HEROMOTOCO,26105076,1954000
09-JAN-2017,INE040A01026,HDFC BANK LTD,HDFCBANK,305882841,31895500
09-JAN-2017,INE669E01016,IDEA CELLULAR LIMITED,IDEA,416070438,100226000
09-JAN-2017,INE424H01027,SUN TV NETWORK LIMITED,SUNTV,19704232,12584000
09-JAN-2017,INE008A01015,IDBI BANK LIMITED,IDBI,75388015,34512000
09-JAN-2017,IN9155A01020,TATA MOTORS DVR 'A' ORD,TATAMTRDVR,101597007,17287200
09-JAN-2017,INE267A01025,HINDUSTAN ZINC LIMITED,HINDZINC,296432938,10198400
09-JAN-2017,INE877F01012,PTC INDIA LIMITED,PTC,49601664,18536000
09-JAN-2017,INE742F01042,ADANI PORT & SEZ LTD,ADANIPORTS,170061353,18855000
09-JAN-2017,INE483B01026,INDO COUNT INDUSTRIES LTD,ICIL,16210584,4336500
09-JAN-2017,INE836F01026,DISH TV INDIA LTD.,DISHTV,75810101,39879000
09-JAN-2017,INE302A01020,EXIDE INDUSTRIES LTD,EXIDEIND,91809066,12956000
09-JAN-2017,INE298A01020,CUMMINS INDIA LTD,CUMMINSIND,27165463,663000
09-JAN-2017,INE510A01028,ENGINEERS INDIA LTD,ENGINERSIN,54764539,22631000
09-JAN-2017,INE486A01013,CESC LTD,CESC,13270994,2079000
09-JAN-2017,INE883A01011,MRF LTD,MRF,615056,29100
09-JAN-2017,INE752E01010,POWER GRID CORP. LTD.,POWERGRID,440550890,19416000
09-JAN-2017,INE016A01026,DABUR INDIA LTD,DABUR,112643965,13192500
09-JAN-2017,INE067A01029,CROMPTON GREAVES LTD,CROMPGREAV,82082548,26964000
09-JAN-2017,INE591G01017,NIIT TECHNOLOGIES LTD,NIITTECH,8501411,741000
09-JAN-2017,INE323A01026,BOSCH LIMITED,BOSCHLTD,1801607,75900
09-JAN-2017,INE102D01028,GODREJ CONSUMER PRODUCTS,GODREJCP,25020946,666400
